-1.999194361794296437e+00,-1.996935723436229715e+00,-4.660895729265589482e-01
-1.995883767268864517e+00,-1.996570740116958120e+00,3.076599040081402059e+00
-1.993760364542215946e+00,-1.993765880978837224e+00,2.428767746708171860e+00
-1.990685843489183871e+00,-1.991204918012034142e+00,4.522399753064064720e-01
-1.990348132424879513e+00,-1.989229740893578846e+00,8.600241927667930497e+00
-1.989762124604633087e+00,-1.988557331197162714e+00,8.705430409902035649e+00
-1.982690472839702789e+00,-1.987978606317663210e+00,-8.415561994905350340e-02
-1.982240089458051635e+00,-1.984234380219743077e+00,-1.378849600593119895e+00
-1.975610336200567030e+00,-1.983852395638512789e+00,1.636852444449534261e+01
-1.973468524693613446e+00,-1.982882082003116331e+00,8.911844195408029634e+00
-1.973448747613416376e+00,-1.981652077114341992e+00,-5.853325819482020353e-01
-1.971786607976362404e+00,-1.979654141217638053e+00,-6.740890294708120623e-01
-1.970108880051818279e+00,-1.979434716507075365e+00,4.656382285713652203e-01
-1.969414071049240711e+00,-1.977715487055209831e+00,-4.419683187850956263e-02
-1.967961502780610772e+00,-1.977020397482501579e+00,3.431529584704215985e+00
-1.966093470914473951e+00,-1.974278323855144901e+00,1.418168776716087987e+00
-1.963342565230429937e+00,-1.973482005108580406e+00,-1.219023781112752065e-02
-1.957246702429332963e+00,-1.973230017518331270e+00,1.003747981458588345e+00
-1.956994491807682923e+00,-1.972929275442359298e+00,5.908557018536816585e+00
-1.956657961198041917e+00,-1.969222858560709444e+00,1.257886266339796055e+00
-1.955824637318964054e+00,-1.967899188804777211e+00,-5.202694293220543054e-02
-1.953044446207519158e+00,-1.966083559073594333e+00,1.311664716835746702e+00
-1.950993713745889480e+00,-1.965940113095888009e+00,2.557464060714807363e+00
-1.950930520976603688e+00,-1.964504876548841761e+00,-7.326057202998913498e-01
-1.950258161691146075e+00,-1.959962560770446061e+00,-1.054775204574877945e+00
-1.948048844285943826e+00,-1.959399457348935947e+00,2.605384698128246246e+00
-1.946905396758519480e+00,-1.959019905666046224e+00,1.897903486527519334e-01
-1.941303136970458532e+00,-1.958033032784476823e+00,5.629048243920626859e-01
-1.937442615373258015e+00,-1.956937451935615968e+00,1.132765735236276536e-02
-1.929088467089342007e+00,-1.956254562668299002e+00,1.861156756238312671e+00
-1.929002243233863378e+00,-1.950309983954769066e+00,4.847780667225594087e+00
-1.924253069510815095e+00,-1.948614494685889653e+00,5.155734597805402553e-01
-1.923279253443120229e+00,-1.948519973219720924e+00,5.488625720759252591e-01
-1.922892022753789121e+00,-1.947662422880371391e+00,-9.776760794330380255e-01
-1.916947202891708724e+00,-1.944862342993742388e+00,2.077266396741963117e+00
-1.913538565232835165e+00,-1.941296806758257887e+00,6.773462736215851265e+00
-1.913012429086609956e+00,-1.940842662272245889e+00,-2.309892264155718744e-01
-1.907931691962974075e+00,-1.936040166013059061e+00,2.173024299475219412e-02
-1.907724522696462532e+00,-1.931338971137085636e+00,5.574181528548514564e+00
-1.904672615194706875e+00,-1.931182523328923484e+00,-3.348100182323140439e-01
-1.901727617478417454e+00,-1.930989530473799398e+00,-1.431961876037609382e+00
-1.895075162044565165e+00,-1.930073320469950282e+00,-5.997720974545193151e-01
-1.892827696540452909e+00,-1.929207544481394976e+00,3.846106154805365440e-01
-1.890849714728132014e+00,-1.927604091450951795e+00,-7.424091945253954994e-02
-1.882907782783984629e+00,-1.923644628517069410e+00,-2.138948841665452155e-02
-1.881851761411339030e+00,-1.922039386565062902e+00,-9.319370709666837671e-01
-1.881006992527348931e+00,-1.921936480644173884e+00,2.255248129165968063e+00
-1.877517096768333449e+00,-1.920379894174320867e+00,3.226913975843745952e-01
-1.876957712006976919e+00,-1.915315093373879840e+00,-1.379958192821688634e+00
-1.875891291904264069e+00,-1.914739475231900023e+00,9.044556182275066192e+00
-1.875490848823158530e+00,-1.914047972964710187e+00,1.160873427874405533e-01
-1.874602626763808289e+00,-1.913489686452745087e+00,1.105451873001516372e+00
-1.873196093549873265e+00,-1.913470287837005124e+00,1.461306258865009526e-02
-1.868872107952610495e+00,-1.913468554883527517e+00,1.581519014901487941e+00
-1.866257900294538974e+00,-1.911556602484762113e+00,-1.277013447707651961e-01
-1.865907550962351724e+00,-1.910139520800630653e+00,6.169558558554585348e-01
-1.865084346823928652e+00,-1.909853837312726288e+00,2.269842418158005692e-01
-1.860987204325209809e+00,-1.909017951953301484e+00,5.426357646382208522e+00
-1.860219821756651015e+00,-1.908872358000419212e+00,-3.276194565603930686e-02
-1.860091174914547452e+00,-1.908368523644795367e+00,-9.589276935557711212e-02
-1.858414196975195498e+00,-1.908243957693777304e+00,-5.049328250834317355e-01
-1.858012598769087198e+00,-1.907380166474573979e+00,-7.776964135777988951e-02
-1.855521110476692659e+00,-1.905560174394862027e+00,1.538392102154265473e+00
-1.854621049681635547e+00,-1.903831486000691964e+00,7.791081237383972180e-01
-1.853776397331727832e+00,-1.901770501089941501e+00,2.525134154171827294e+00
-1.851884652618211113e+00,-1.899598584381740451e+00,1.091233643049310947e-01
-1.851355171217238915e+00,-1.898689676607435928e+00,1.042109737353138499e+00
-1.851238533813891252e+00,-1.898663324311896439e+00,7.157470285737312088e-02
-1.850092922899732706e+00,-1.897811376624230828e+00,1.122204504721889401e-01
-1.849179720632300405e+00,-1.897548373124336774e+00,2.972310180173235228e+00
-1.847372995211674862e+00,-1.892710258881807661e+00,-1.468957310266784111e-01
-1.846357422270271886e+00,-1.892298172785565225e+00,4.576167967973035822e+00
-1.844279023491493863e+00,-1.890835511989642281e+00,1.086372387358411906e+00
-1.843802478888075136e+00,-1.890759225311729352e+00,3.733598514637609167e+00
-1.839618187015871431e+00,-1.888978263992525441e+00,-4.460765927395771158e-01
-1.839195933315711073e+00,-1.888580307497081723e+00,3.701017190618263175e+00
-1.838491298613464497e+00,-1.887719150208674979e+00,1.870391514026406687e+00
-1.835388462473048765e+00,-1.886601456796221932e+00,4.871136534389635120e-01
-1.833539888950063368e+00,-1.885165845255666994e+00,1.282752531976270927e+00
-1.830284403457857589e+00,-1.882208558447421964e+00,4.646114952507177098e-02
-1.830144122364154136e+00,-1.880906981954716173e+00,-1.565892195069714180e-02
-1.829887923978833708e+00,-1.880712999396468188e+00,1.939824912730866302e+01
-1.827422403454960431e+00,-1.878825691709577583e+00,-3.164651065332927532e-03
-1.823835699055575965e+00,-1.877373243046430495e+00,1.169466533052305503e-02
-1.821624491521747657e+00,-1.874669303655281727e+00,1.398587980632580940e+00
-1.820237714578462285e+00,-1.873054697033378346e+00,1.001450630429563532e-01
-1.815788775713254477e+00,-1.870729286147089443e+00,-2.089020830366616011e+00
-1.815034651955935718e+00,-1.870385224150775905e+00,6.435982638121096056e-02
-1.812184472941079427e+00,-1.870302285280819099e+00,-1.061140251761176767e+00
-1.812029771121787647e+00,-1.869424453652632323e+00,2.460400304959727169e+00
-1.810208747885718061e+00,-1.861310441295978446e+00,1.141673949050966641e+00
-1.809458348727664312e+00,-1.858870108398603005e+00,3.511879690492792361e-01
-1.809281573188290526e+00,-1.856694258423754462e+00,4.922951053113482800e+00
-1.808051197824097400e+00,-1.854893124343722555e+00,9.585358896110793836e-01
-1.805116026459247180e+00,-1.853620264578504262e+00,-1.438622005271915638e-01
-1.804458481273964576e+00,-1.850366309862246261e+00,-6.792160147189051367e-01
-1.800351642380853878e+00,-1.849961914267031382e+00,-1.864633282028174688e-01
-1.800133074200381600e+00,-1.849581310937056244e+00,1.309339532523980387e-01
-1.798403243705752441e+00,-1.843706467253806380e+00,1.175513647840031005e-02
-1.795448500034453776e+00,-1.842984726038872534e+00,5.234654324834427941e-01
-1.793108268009521389e+00,-1.838769296645691664e+00,1.591345441275050288e+00
-1.792489504763255859e+00,-1.832655151319168674e+00,2.502319580600129711e-01
-1.791676455579790606e+00,-1.831538228028902981e+00,3.166852318338611028e+00
-1.786678616672103814e+00,-1.831025414392182693e+00,-9.698056897713705493e-02
-1.785335333675597713e+00,-1.830952531938738748e+00,1.256995205697977802e+01
-1.782292395144252861e+00,-1.829674085624590774e+00,-1.806563035718407872e-01
-1.780728359657112403e+00,-1.829316535334943428e+00,2.069166678002864468e-01
-1.778687220855731166e+00,-1.828354121571882374e+00,-1.392380828906876478e-02
-1.778652246109314827e+00,-1.828038133269791032e+00,-6.743918199939694103e-02
-1.778116197425341660e+00,-1.825180279163078456e+00,1.376421895424667419e+00
-1.771272081842238055e+00,-1.822516585170551817e+00,-8.549195817526988872e-01
-1.771202298767064143e+00,-1.818978255887882867e+00,1.587486077480816382e+00
-1.769900898299015868e+00,-1.818434160321444892e+00,8.927520187147258923e+00
-1.769634172053913268e+00,-1.816896073392304078e+00,-2.591046964400233188e-01
-1.768714192395527629e+00,-1.816650830037274122e+00,-1.401312568127662528e-01
-1.763733034146319767e+00,-1.816054007811580107e+00,1.377204721124642095e+00
-1.762185748777521876e+00,-1.815023592966455990e+00,-1.961457700858901809e-01
-1.761717239740647756e+00,-1.812160926618338053e+00,-1.007576762106051904e-01
-1.760348148680631830e+00,-1.809649200271649327e+00,1.447959129406288237e-01
-1.760275828095685835e+00,-1.807269836385257733e+00,-2.095673440088743622e-01
-1.758163047402848012e+00,-1.806741220247226387e+00,3.078278638507943588e-01
-1.757955018078183329e+00,-1.803759985327270332e+00,3.358527553125933096e+00
-1.753275150066827326e+00,-1.803090906661717785e+00,1.135437155862954128e+00
-1.750303385210071561e+00,-1.802529896042127877e+00,-5.382671479506345724e-01
-1.747996905286540059e+00,-1.799336091453211495e+00,7.619696003240516990e-01
