x,y,f
0.204610652177012,-1.99917246807187,0.879244792328885
-0.058985105348258,-1.99474362870911,0.886478003053386
-0.273814081697634,-1.99266663885908,0.882089135244588
0.511136615264677,-1.98702926224723,0.866778730093559
-0.67217291983461,-1.98634539602169,0.847878183287819
0.031737870435436,-1.98498599926827,0.895316814576456
1.36182570552492,-1.9829083259985,0.672684790076908
-1.62385501305306,-1.98213832967039,0.548956446172939
-1.83835308790361,-1.98192411169845,0.41969452144789
1.34738427879508,-1.98061239911208,0.681213761389255
-1.67118770781339,-1.97660743839872,0.520122934216085
-0.053455741786533,-1.97521077458727,0.894150668638135
-1.93683239834165,-1.97368554685071,0.353966239989048
-0.538480872234995,-1.97364276765153,0.877060845474563
-1.79612342247351,-1.97285618127084,0.44955914944693
-1.195023172118,-1.97192444221718,0.743190968213101
-1.46354846538341,-1.96909404413656,0.634579157224041
-1.43551135277043,-1.96805926776301,0.647874867662959
-1.43824933146341,-1.9638014060218,0.649662643781692
1.43975171367699,-1.96295831023919,0.648301384931634
1.03262187689657,-1.96085805294031,0.792264989755378
-0.3012767705226,-1.95942968798312,0.900654152058118
-0.377235677861479,-1.95887501931505,0.89969082279374
-1.87442082685035,-1.95787987732447,0.409945125388384
-0.844388521543974,-1.95327477740413,0.841180026952782
-0.062046028824144,-1.95019972228163,0.913727696817364
-1.88673733242117,-1.95001634472967,0.409847177451511
-1.06020994150967,-1.94893903453201,0.792544072140194
-1.633214180614,-1.94606031153827,0.568145672350349
0.420201316694186,-1.94555456458587,0.900512463521329
-0.644687473333374,-1.94539344545658,0.879082855935364
-1.91744270127033,-1.94435072230299,0.390680732361572
-1.96201900506522,-1.94029338550922,0.361833302600825
-0.604273802611149,-1.93842871793568,0.885016009700381
-0.995633380525195,-1.93825765038063,0.814368547158452
0.868344218543882,-1.93650277022712,0.846449512265559
-1.66323851367161,-1.93414669233621,0.554824607937885
-0.221791540787138,-1.93413252577373,0.919178720617628
0.376182224768607,-1.93099342005467,0.908889417133816
-0.30899132107449,-1.92903814091482,0.916980869613597
-1.07524934229189,-1.92646468070236,0.808388283944879
1.93250720946229,-1.92478035808486,0.388585514945862
0.472115011331218,-1.92395309500163,0.905457943943402
1.26693682281329,-1.92333723592207,0.742623369178865
0.854228409504369,-1.9225261426854,0.855199224922096
-0.05932209572524,-1.92140895228057,0.928602819169095
-0.353614374226082,-1.91919489931986,0.917652588793122
-0.295298580486583,-1.91679361237585,0.922172390089979
0.876024646959834,-1.91552923595804,0.855648292693797
-0.1026009148346,-1.91041272039778,0.933630483062773
1.57409165230815,-1.90847470639034,0.620279446817156
-1.92313604600359,-1.90536448310284,0.408956385351904
1.73085825035356,-1.90394127909016,0.536645010956956
-0.560907034595047,-1.90374403735204,0.907787270440859
0.373716772840501,-1.90191661743616,0.924736519256262
0.312732977885659,-1.89911808222129,0.9273213463033
-1.50468568161643,-1.89866564300883,0.666747895978149
1.43580070976148,-1.89753234731279,0.695558272814526
0.650846550750522,-1.89702879045178,0.903983400681294
-1.3569106904477,-1.89689004108076,0.722376695900247
1.0063860414433,-1.89305113331996,0.83569162635266
0.901919657718412,-1.8921863510109,0.862156421288869
-0.469930096724384,-1.890143456305,0.927968451808672
1.48742000536805,-1.88790298570679,0.672451552622202
0.336516050964387,-1.88637167196596,0.93607731011412
-1.59862690136725,-1.8842689492848,0.625877229414626
-1.45976656782132,-1.88420655569446,0.689843886100692
-0.553699719816672,-1.88170338011076,0.917674133129139
1.91286181259888,-1.88097285864328,0.431339171868336
1.34855833813559,-1.88064096478045,0.737614805736207
-1.89350969475466,-1.87962860003958,0.451557957333226
-0.365990841559782,-1.87927951135789,0.937230137885524
-0.111492094743033,-1.87903478253873,0.950414763950342
-0.70876081077006,-1.87644188019572,0.900928934621388
-1.19118068019369,-1.87438783362062,0.796918124207596
0.387619533282159,-1.86677078255044,0.940317684463482
-1.88921129180403,-1.86596816256191,0.4668244132785
0.794396476972799,-1.86217376649999,0.894204762110645
-0.021748717446322,-1.85870155545187,0.960989747980823
1.54648025680445,-1.85821374281067,0.662822805407469
1.9500642877762,-1.8566639082861,0.422265381183546
-0.566489998746856,-1.85473257359464,0.927013295681557
-0.734058258870128,-1.85016348277179,0.9101921643653
0.897820131821555,-1.84816506585352,0.884685491327725
0.25532847205075,-1.84185265166816,0.95820177542928
0.203453255952048,-1.8414536378905,0.961322929793665
-0.385066643771253,-1.84079788061164,0.9524025260154
1.16220945354025,-1.84073885499674,0.819620970909419
-1.12647037766359,-1.83774484331048,0.834265796553093
-0.951816813678411,-1.83478724663671,0.875673296869494
0.658079880319052,-1.83409817073955,0.926548736263444
-0.014724199721093,-1.83397921944195,0.972501002885368
0.341706589226502,-1.8305616657231,0.958486515000998
-0.487289666984541,-1.82834056409273,0.950332297754905
0.761346297712969,-1.82778197692557,0.915171709380153
0.882507070246347,-1.826580667544,0.892974369393853
-1.8267687833023,-1.82641138947552,0.533637200977221
1.47347151764405,-1.82065110549242,0.721260350289484
1.21789000124399,-1.81869920633708,0.817197822700882
-1.18222614724094,-1.81718828277281,0.829264517380142
1.56901449898326,-1.80960467783351,0.679482997516927
1.63756868362375,-1.80941127345828,0.647382845992541
0.945343052014212,-1.8046274117242,0.895482067115241
0.292275300247613,-1.80139023340837,0.969671498100924
1.29618354809259,-1.79761469868061,0.80311397562906
0.510796711813039,-1.79358038130221,0.958788926834026
0.800094596644334,-1.79113382221227,0.922572284961733
-1.84159038354506,-1.7904861966689,0.547050188565361
1.34495306217613,-1.7866506111904,0.792388954478589
-0.918016866687398,-1.78558718784642,0.907317332463324
0.234783249396061,-1.78477486946001,0.97998648674417
0.644832064380918,-1.78154365475946,0.951968507462363
-0.050011064571641,-1.78136693128726,0.991498248481623
-1.42478032819178,-1.77961056981854,0.764672719104338
-1.90398527162261,-1.77905474238947,0.50877509858403
-1.95482943670893,-1.77780470986725,0.470928617585486
1.04979842381214,-1.77679327180937,0.881751529288733
-1.72696619783634,-1.77385673296109,0.618721900675114
1.68490954676127,-1.77274769745713,0.645512878186219
-1.18274523940385,-1.77118970565552,0.848787504240572
1.28662853068656,-1.76824015638612,0.821604652527453
-1.70100968470553,-1.7670197303576,0.63664652719709
0.093492028842467,-1.76551393579769,0.997241881908201
-1.82141355866142,-1.76495532271326,0.570901728815876
1.78001754821033,-1.76233540511075,0.592915301485879
0.771225358276149,-1.76027112857434,0.938624208674738
0.294462362126457,-1.7596644033964,0.984387144939432
0.169145241455977,-1.7586591762424,0.992526712725677
1.74459526317592,-1.75824431067222,0.619462584874087
0.625120101703415,-1.75807420171325,0.957670057499422
